location,estate_name,estate_map_latitude,estate_map_longitude,transaction_price,saleable_floor_area,floor_level,transaction_price_per_sq,discount_rate,assignment_date,month,year,credit_level
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,324500,28,M,11589,18,20,11,2024,0
"TAI PO, NORTH & SHATIN (2)",TIN PING ESTATE,22.50348,114.13229,430600,32,L,13456,20,20,11,2024,0
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",LOWER WONG TAI SIN (1) ESTATE,22.33831,114.1954,461100,22,H,20959,19,20,11,2024,0
"TAI PO, NORTH & SHATIN (2)",CHEUNG WAH ESTATE,22.49219,114.1419,319200,26,L,12277,18,20,11,2024,0
KOWLOON WEST & SAI KUNG (2),PO LAM ESTATE,22.32592,114.25309,486900,33,M,14755,16,20,11,2024,0
"TAI PO, NORTH & SHATIN (3)",FU SHIN ESTATE,22.453,114.17556,413300,27,L,15307,21,20,11,2024,0
"TAI PO, NORTH & SHATIN (3)",FU SHIN ESTATE,22.453,114.17556,392500,27,L,14537,21,20,11,2024,0
KOWLOON WEST & SAI KUNG (2),KING LAM ESTATE,22.31986,114.26158,487100,32,L,15222,19,20,11,2024,0
KOWLOON WEST & SAI KUNG (1),LEI CHENG UK ESTATE,22.33921,114.16013,466800,26,M,17954,20,20,11,2024,0
"TAI PO, NORTH & SHATIN (3)",FU HENG ESTATE,22.45645,114.17074,490300,32,L,15322,20,20,11,2024,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,314600,27,H,11652,18,19,11,2024,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,332600,28,H,11879,18,19,11,2024,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,317300,27,M,11752,18,19,11,2024,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,326500,27,M,12093,18,19,11,2024,0
KOWLOON EAST (2),TSUI PING (NORTH) ESTATE,22.31555,114.22915,435000,26,L,16731,20,19,11,2024,0
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",TUNG TAU (II) ESTATE,22.33306,114.19336,426600,26,L,16408,20,19,11,2024,0
KOWLOON WEST & SAI KUNG (2),PO LAM ESTATE,22.32592,114.25309,368700,32,L,11522,86,19,11,2024,H
"TAI PO, NORTH & SHATIN (3)",FU SHIN ESTATE,22.453,114.17556,451300,27,L,16715,21,19,11,2024,0
KOWLOON EAST (2),TSUI PING (NORTH) ESTATE,22.31555,114.22915,426700,26,L,16412,20,19,11,2024,0
"TAI PO, NORTH & SHATIN (2)",WAH MING ESTATE,22.48455,114.14015,342300,25,M,13692,19,19,11,2024,0
"TAI PO, NORTH & SHATIN (3)",FU SHIN ESTATE,22.453,114.17556,438100,27,M,16226,21,19,11,2024,0
KOWLOON WEST & SAI KUNG (1),LEI CHENG UK ESTATE,22.33921,114.16013,466800,26,M,17954,20,19,11,2024,0
"TAI PO, NORTH & SHATIN (3)",FU SHIN ESTATE,22.453,114.17556,452500,27,H,16759,21,19,11,2024,0
"TAI PO, NORTH & SHATIN (1)",POK HONG ESTATE,22.37493,114.19191,458400,26,M,17631,20,18,11,2024,0
KOWLOON WEST & SAI KUNG (2),PO LAM ESTATE,22.32592,114.25309,479700,32,M,14991,16,18,11,2024,0
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",TUNG TAU (II) ESTATE,22.33306,114.19336,531800,25,L,21272,20,18,11,2024,0
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",TUNG TAU (II) ESTATE,22.33306,114.19336,446800,26,L,17185,20,18,11,2024,0
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",TUNG TAU (II) ESTATE,22.33306,114.19336,460800,22,L,20945,20,18,11,2024,0
HONG KONG ISLAND & ISLANDS (2),LEI TUNG ESTATE,22.24077,114.15697,330900,27,H,12256,86,18,11,2024,F
KOWLOON WEST & SAI KUNG (1),LEI CHENG UK ESTATE,22.33921,114.16013,456400,26,L,17554,20,18,11,2024,0
TUEN MUN & YUEN LONG (1),LEUNG KING ESTATE,22.40756,113.96332,358700,33,L,10870,18,18,11,2024,0
"TAI PO, NORTH & SHATIN (3)",FU SHIN ESTATE,22.453,114.17556,380000,35,L,10857,82,18,11,2024,F
"TAI PO, NORTH & SHATIN (1)",POK HONG ESTATE,22.37493,114.19191,428400,26,L,16477,20,18,11,2024,0
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",LOWER WONG TAI SIN (1) ESTATE,22.33831,114.1954,443900,22,M,20177,19,18,11,2024,0
"TAI PO, NORTH & SHATIN (2)",TAI WO ESTATE,22.45201,114.16259,374300,32,M,11697,81,15,11,2024,F
"TAI PO, NORTH & SHATIN (3)",FU SHIN ESTATE,22.453,114.17556,476500,27,M,17648,21,15,11,2024,0
"WONG TAI SIN, TSING YI & TSUEN WAN (2)",TSING YI ESTATE,22.35465,114.1028,375200,25,L,15008,19,15,11,2024,0
"TAI PO, NORTH & SHATIN (3)",FU SHIN ESTATE,22.453,114.17556,436500,27,M,16167,21,15,11,2024,0
"TAI PO, NORTH & SHATIN (1)",POK HONG ESTATE,22.37493,114.19191,435600,26,L,16754,20,15,11,2024,0
"TAI PO, NORTH & SHATIN (3)",FU SHIN ESTATE,22.453,114.17556,480800,27,M,17807,21,15,11,2024,0
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",CHUK YUEN (NORTH) ESTATE,22.34581,114.19293,448700,24,L,18696,20,14,11,2024,0
HONG KONG ISLAND & ISLANDS (2),LEI TUNG ESTATE,22.24077,114.15697,490400,28,L,17514,17,14,11,2024,0
KOWLOON WEST & SAI KUNG (1),NAM CHEONG ESTATE,22.32642,114.15827,293000,14,L,20929,82,14,11,2024,0
KOWLOON EAST (2),TSUI PING (NORTH) ESTATE,22.31555,114.22915,419800,26,L,16146,82,14,11,2024,0
"TAI PO, NORTH & SHATIN (1)",POK HONG ESTATE,22.37493,114.19191,427300,26,L,16435,20,14,11,2024,0
"WONG TAI SIN, TSING YI & TSUEN WAN (2)",CHEUNG ON ESTATE,22.35992,114.10435,534300,33,M,16191,19,13,11,2024,0
"TAI PO, NORTH & SHATIN (3)",FU HENG ESTATE,22.45645,114.17074,526900,32,M,16466,20,13,11,2024,0
"TAI PO, NORTH & SHATIN (3)",HENG ON ESTATE,22.41583,114.22905,455400,34,L,13394,19,13,11,2024,0
KOWLOON WEST & SAI KUNG (2),KING LAM ESTATE,22.31986,114.26158,518600,32,L,16206,19,13,11,2024,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,326600,27,H,12096,18,13,11,2024,0
"TAI PO, NORTH & SHATIN (2)",TIN PING ESTATE,22.50348,114.13229,313900,19,M,16521,20,13,11,2024,0
KOWLOON EAST (2),TSUI PING (NORTH) ESTATE,22.31555,114.22915,447800,26,M,17223,20,13,11,2024,0
TUEN MUN & YUEN LONG (3),TIN KING ESTATE,22.40587,113.96399,388900,32,M,12153,18,13,11,2024,0
"TAI PO, NORTH & SHATIN (3)",HENG ON ESTATE,22.41583,114.22905,433600,33,L,13139,19,13,11,2024,0
"TAI PO, NORTH & SHATIN (3)",KWONG YUEN ESTATE,22.38123,114.21415,391700,25,M,15668,19,13,11,2024,0
"TAI PO, NORTH & SHATIN (3)",YIU ON ESTATE,22.41887,114.23029,420600,36,H,11683,82,12,11,2024,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",LOWER WONG TAI SIN (1) ESTATE,22.33831,114.1954,744100,56,L,13288,83,12,11,2024,F
KOWLOON EAST (1),HING TIN ESTATE,22.31285,114.23877,550900,35,L,15740,20,12,11,2024,0
"TAI PO, NORTH & SHATIN (3)",KWONG YUEN ESTATE,22.38123,114.21415,534700,35,M,15277,19,12,11,2024,0
TUEN MUN & YUEN LONG (3),TIN KING ESTATE,22.40587,113.96399,352100,33,L,10670,18,12,11,2024,0
KOWLOON WEST & SAI KUNG (2),TSUI LAM ESTATE,22.32348,114.24827,583900,34,M,17174,22,12,11,2024,0
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",TUNG TAU (II) ESTATE,22.33306,114.19336,474000,22,M,21545,20,12,11,2024,0
"TAI PO, NORTH & SHATIN (2)",WAH MING ESTATE,22.48455,114.14015,529000,35,H,15114,19,12,11,2024,0
HONG KONG ISLAND & ISLANDS (1),FUNG WAH ESTATE,22.2611,114.23152,641400,35,M,18326,21,12,11,2024,0
"TAI PO, NORTH & SHATIN (3)",HENG ON ESTATE,22.41583,114.22905,529300,34,M,15568,19,12,11,2024,0
TUEN MUN & YUEN LONG (1),LEUNG KING ESTATE,22.40756,113.96332,432600,35,L,12360,83,12,11,2024,0
"TAI PO, NORTH & SHATIN (3)",YIU ON ESTATE,22.41887,114.23029,594900,35,M,16997,19,11,11,2024,0
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",LOWER WONG TAI SIN (1) ESTATE,22.33831,114.1954,499800,35,H,14280,83,11,11,2024,F
"WONG TAI SIN, TSING YI & TSUEN WAN (2)",CHEUNG ON ESTATE,22.35992,114.10435,338700,20,L,16935,19,11,11,2024,0
"TAI PO, NORTH & SHATIN (2)",CHEUNG WAH ESTATE,22.49219,114.1419,335600,26,M,12908,18,11,11,2024,0
"TAI PO, NORTH & SHATIN (3)",FU SHIN ESTATE,22.453,114.17556,775700,46,M,16863,21,11,11,2024,0
KWAI CHUNG,KWAI HING ESTATE,22.36625,114.13261,384700,22,M,17486,20,11,11,2024,0
KOWLOON WEST & SAI KUNG (2),KING LAM ESTATE,22.31986,114.26158,582000,33,M,17636,19,11,11,2024,0
KOWLOON WEST & SAI KUNG (1),LEI CHENG UK ESTATE,22.33921,114.16013,472300,26,L,18165,20,11,11,2024,0
HONG KONG ISLAND & ISLANDS (2),LEI TUNG ESTATE,22.24077,114.15697,515700,27,L,19100,17,11,11,2024,0
KOWLOON WEST & SAI KUNG (2),PO LAM ESTATE,22.32592,114.25309,478800,32,M,14963,16,11,11,2024,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,423100,35,M,12089,17,11,11,2024,0
KOWLOON EAST (1),TAK TIN ESTATE,22.30976,114.23962,669400,35,L,19126,19,11,11,2024,0
"TAI PO, NORTH & SHATIN (2)",TAI WO ESTATE,22.45201,114.16259,455900,25,M,18236,20,11,11,2024,0
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",FUNG TAK ESTATE,22.34489,114.20121,896500,45,L,19922,82,11,11,2024,0
"TAI PO, NORTH & SHATIN (3)",YIU ON ESTATE,22.41887,114.23029,508700,33,L,15415,19,11,11,2024,0
"TAI PO, NORTH & SHATIN (3)",HENG ON ESTATE,22.41583,114.22905,436400,32,L,13638,19,8,11,2024,0
HONG KONG ISLAND & ISLANDS (2),LEI TUNG ESTATE,22.24077,114.15697,445600,27,L,16504,17,8,11,2024,0
HONG KONG ISLAND & ISLANDS (2),LEI TUNG ESTATE,22.24077,114.15697,400000,28,L,14286,17,8,11,2024,0
"TAI PO, NORTH & SHATIN (2)",TIN PING ESTATE,22.50348,114.13229,459600,32,L,14363,20,8,11,2024,0
"TAI PO, NORTH & SHATIN (2)",TIN PING ESTATE,22.50348,114.13229,492300,33,M,14918,20,8,11,2024,0
KOWLOON EAST (1),TAK TIN ESTATE,22.30976,114.23962,171100,14,M,12221,82,8,11,2024,F
"TAI PO, NORTH & SHATIN (2)",CHEUNG WAH ESTATE,22.49219,114.1419,336000,26,M,12923,18,8,11,2024,0
"TAI PO, NORTH & SHATIN (3)",FU SHIN ESTATE,22.453,114.17556,466200,27,M,17267,21,8,11,2024,0
"TAI PO, NORTH & SHATIN (2)",TAI WO ESTATE,22.45201,114.16259,492200,45,L,10938,81,8,11,2024,F
TUEN MUN & YUEN LONG (2),LONG PING ESTATE,22.44908,114.02275,482100,39,L,12362,82,7,11,2024,0
"WONG TAI SIN, TSING YI & TSUEN WAN (2)",CHEUNG FAT ESTATE,22.36314,114.10348,195500,14,M,13964,82,7,11,2024,F
KOWLOON EAST (1),TAK TIN ESTATE,22.30976,114.23962,272100,14,M,19436,82,7,11,2024,0
"WONG TAI SIN, TSING YI & TSUEN WAN (2)",CHEUNG FAT ESTATE,22.36314,114.10348,609300,32,L,19041,21,7,11,2024,0
"TAI PO, NORTH & SHATIN (2)",CHEUNG WAH ESTATE,22.49219,114.1419,325100,26,L,12504,18,7,11,2024,0
KOWLOON WEST & SAI KUNG (2),KING LAM ESTATE,22.31986,114.26158,580900,33,L,17603,19,7,11,2024,0
KOWLOON WEST & SAI KUNG (1),LEI CHENG UK ESTATE,22.33921,114.16013,457800,26,L,17608,20,7,11,2024,0
HONG KONG ISLAND & ISLANDS (2),LEI TUNG ESTATE,22.24077,114.15697,490200,27,M,18156,17,7,11,2024,0
KOWLOON WEST & SAI KUNG (2),TSUI LAM ESTATE,22.32348,114.24827,611900,32,M,19122,22,7,11,2024,0
KOWLOON EAST (1),TAK TIN ESTATE,22.30976,114.23962,534300,33,L,16191,20,7,11,2024,0
"TAI PO, NORTH & SHATIN (2)",TIN PING ESTATE,22.50348,114.13229,577900,35,H,16511,20,7,11,2024,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,340500,35,L,9729,18,7,11,2024,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,331000,28,H,11821,18,7,11,2024,0
"TAI PO, NORTH & SHATIN (2)",WAH MING ESTATE,22.48455,114.14015,602100,45,L,13380,82,7,11,2024,0
TUEN MUN & YUEN LONG (1),LEUNG KING ESTATE,22.40756,113.96332,464200,35,M,13263,83,7,11,2024,0
"TAI PO, NORTH & SHATIN (3)",FU HENG ESTATE,22.45645,114.17074,618500,38,L,16276,81,6,11,2024,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,309200,28,L,11043,86,6,11,2024,0
"TAI PO, NORTH & SHATIN (2)",TAI PING ESTATE,22.49797,114.12668,385300,41,L,9398,82,6,11,2024,F
"WONG TAI SIN, TSING YI & TSUEN WAN (2)",TSING YI ESTATE,22.35465,114.1028,356700,35,L,10191,83,6,11,2024,F
TUEN MUN & YUEN LONG (1),LEUNG KING ESTATE,22.40756,113.96332,110800,14,L,7914,83,6,11,2024,F
"TAI PO, NORTH & SHATIN (3)",HENG ON ESTATE,22.41583,114.22905,498300,34,L,14656,19,6,11,2024,0
KOWLOON WEST & SAI KUNG (2),PO LAM ESTATE,22.32592,114.25309,536600,35,L,15331,16,6,11,2024,0
KOWLOON WEST & SAI KUNG (1),LEI CHENG UK ESTATE,22.33921,114.16013,477500,26,L,18365,20,6,11,2024,0
TUEN MUN & YUEN LONG (2),LONG PING ESTATE,22.44908,114.02275,536600,39,M,13759,20,6,11,2024,0
KOWLOON WEST & SAI KUNG (2),TSUI LAM ESTATE,22.32348,114.24827,552200,34,L,16241,22,6,11,2024,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,467000,46,L,10152,17,6,11,2024,0
"TAI PO, NORTH & SHATIN (2)",TIN PING ESTATE,22.50348,114.13229,470100,32,M,14691,20,6,11,2024,0
TUEN MUN & YUEN LONG (2),LONG PING ESTATE,22.44908,114.02275,373100,33,L,11306,21,6,11,2024,0
"TAI PO, NORTH & SHATIN (3)",HENG ON ESTATE,22.41583,114.22905,614700,41,L,14993,18,6,11,2024,0
TUEN MUN & YUEN LONG (2),LONG PING ESTATE,22.44908,114.02275,436200,32,L,13631,82,5,11,2024,0
"WONG TAI SIN, TSING YI & TSUEN WAN (2)",CHEUNG FAT ESTATE,22.36314,114.10348,643100,32,M,20097,21,5,11,2024,0
TUEN MUN & YUEN LONG (2),LONG PING ESTATE,22.44908,114.02275,444000,32,L,13875,82,5,11,2024,0
"WONG TAI SIN, TSING YI & TSUEN WAN (2)",CHEUNG ON ESTATE,22.35992,114.10435,558200,32,M,17444,19,5,11,2024,0
"TAI PO, NORTH & SHATIN (3)",FU SHIN ESTATE,22.453,114.17556,489700,27,M,18137,21,5,11,2024,0
"TAI PO, NORTH & SHATIN (3)",HENG ON ESTATE,22.41583,114.22905,563900,35,L,16111,18,5,11,2024,0
KOWLOON EAST (1),HING TIN ESTATE,22.31285,114.23877,633300,35,H,18094,19,5,11,2024,0
HONG KONG ISLAND & ISLANDS (2),LEI TUNG ESTATE,22.24077,114.15697,466000,27,L,17259,17,5,11,2024,0
KOWLOON WEST & SAI KUNG (2),PO LAM ESTATE,22.32592,114.25309,489000,35,L,13971,16,5,11,2024,0
KOWLOON WEST & SAI KUNG (2),PO LAM ESTATE,22.32592,114.25309,481800,33,M,14600,16,5,11,2024,0
"WONG TAI SIN, TSING YI & TSUEN WAN (2)",TSING YI ESTATE,22.35465,114.1028,611500,35,H,17471,19,5,11,2024,0
"TAI PO, NORTH & SHATIN (2)",WAH MING ESTATE,22.48455,114.14015,618600,41,H,15088,19,5,11,2024,0
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",LOWER WONG TAI SIN (1) ESTATE,22.33831,114.1954,649900,35,L,18569,19,5,11,2024,0
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",LOWER WONG TAI SIN (1) ESTATE,22.33831,114.1954,509700,25,L,20388,19,5,11,2024,0
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",LOWER WONG TAI SIN (1) ESTATE,22.33831,114.1954,458300,22,M,20832,19,5,11,2024,0
"TAI PO, NORTH & SHATIN (3)",HENG ON ESTATE,22.41583,114.22905,601200,35,M,17177,18,5,11,2024,0
"TAI PO, NORTH & SHATIN (3)",HENG ON ESTATE,22.41583,114.22905,584900,35,M,16711,18,5,11,2024,0
HONG KONG ISLAND & ISLANDS (2),LEI TUNG ESTATE,22.24077,114.15697,501400,28,M,17907,17,5,11,2024,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,335100,35,L,9574,17,5,11,2024,0
"TAI PO, NORTH & SHATIN (2)",TIN PING ESTATE,22.50348,114.13229,524700,35,L,14991,20,5,11,2024,0
KOWLOON EAST (1),TAK TIN ESTATE,22.30976,114.23962,497300,25,H,19892,20,5,11,2024,0
"TAI PO, NORTH & SHATIN (2)",WAH MING ESTATE,22.48455,114.14015,620300,41,H,15129,19,5,11,2024,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,226700,27,H,8396,83,5,11,2024,F
"TAI PO, NORTH & SHATIN (3)",YIU ON ESTATE,22.41887,114.23029,500300,33,L,15161,19,5,11,2024,0
"TAI PO, NORTH & SHATIN (3)",FU SHIN ESTATE,22.453,114.17556,475200,27,H,17600,82,5,11,2024,0
TUEN MUN & YUEN LONG (1),LEUNG KING ESTATE,22.40756,113.96332,304300,35,M,8694,83,4,11,2024,F
"TAI PO, NORTH & SHATIN (3)",YIU ON ESTATE,22.41887,114.23029,606000,35,M,17314,19,4,11,2024,0
"WONG TAI SIN, TSING YI & TSUEN WAN (2)",CHEUNG ON ESTATE,22.35992,114.10435,673300,35,M,19237,19,4,11,2024,0
KOWLOON WEST & SAI KUNG (1),LEI CHENG UK ESTATE,22.33921,114.16013,937800,41,M,22873,19,4,11,2024,0
TUEN MUN & YUEN LONG (2),LONG PING ESTATE,22.44908,114.02275,554800,35,M,15851,20,4,11,2024,0
KOWLOON EAST (1),TAK TIN ESTATE,22.30976,114.23962,743900,41,L,18144,19,4,11,2024,0
KOWLOON WEST & SAI KUNG (2),PO LAM ESTATE,22.32592,114.25309,549000,35,M,15686,16,4,11,2024,0
"WONG TAI SIN, TSING YI & TSUEN WAN (2)",TSING YI ESTATE,22.35465,114.1028,636200,41,L,15517,19,4,11,2024,0
TUEN MUN & YUEN LONG (3),TIN KING ESTATE,22.40587,113.96399,355500,34,L,10456,18,4,11,2024,0
"TAI PO, NORTH & SHATIN (2)",TIN PING ESTATE,22.50348,114.13229,563500,35,M,16100,20,4,11,2024,0
HONG KONG ISLAND & ISLANDS (2),LEI TUNG ESTATE,22.24077,114.15697,514200,28,M,18364,17,4,11,2024,0
KOWLOON WEST & SAI KUNG (1),LEI CHENG UK ESTATE,22.33921,114.16013,834900,41,L,20363,82,1,11,2024,0
"WONG TAI SIN, TSING YI & TSUEN WAN (2)",TSING YI ESTATE,22.35465,114.1028,359300,35,L,10266,83,1,11,2024,F
KOWLOON EAST (2),TSUI PING (NORTH) ESTATE,22.31555,114.22915,186700,14,L,13336,82,1,11,2024,F
"TAI PO, NORTH & SHATIN (3)",YIU ON ESTATE,22.41887,114.23029,619500,36,M,17208,19,1,11,2024,0
"WONG TAI SIN, TSING YI & TSUEN WAN (2)",CHEUNG FAT ESTATE,22.36314,114.10348,622900,33,L,18876,21,1,11,2024,0
"TAI PO, NORTH & SHATIN (2)",CHEUNG WAH ESTATE,22.49219,114.1419,468000,35,L,13371,17,1,11,2024,0
"WONG TAI SIN, TSING YI & TSUEN WAN (2)",TSING YI ESTATE,22.35465,114.1028,593200,36,M,16478,19,1,11,2024,0
KOWLOON WEST & SAI KUNG (2),TSUI LAM ESTATE,22.32348,114.24827,363400,32,L,11356,82,1,11,2024,F
"TAI PO, NORTH & SHATIN (2)",WAH MING ESTATE,22.48455,114.14015,572600,41,L,13966,19,31,10,2024,0
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",CHUK YUEN (NORTH) ESTATE,22.34581,114.19293,668200,35,L,19091,19,31,10,2024,0
TUEN MUN & YUEN LONG (2),LONG PING ESTATE,22.44908,114.02275,417100,34,L,12268,20,31,10,2024,0
HONG KONG ISLAND & ISLANDS (2),LEI TUNG ESTATE,22.24077,114.15697,561300,28,M,20046,17,31,10,2024,0
HONG KONG ISLAND & ISLANDS (2),LEI TUNG ESTATE,22.24077,114.15697,814500,46,L,17707,17,31,10,2024,0
"TAI PO, NORTH & SHATIN (1)",POK HONG ESTATE,22.37493,114.19191,551700,33,M,16718,20,31,10,2024,0
HONG KONG ISLAND & ISLANDS (2),LEI TUNG ESTATE,22.24077,114.15697,620700,35,L,17734,86,31,10,2024,0
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",TUNG TAU (II) ESTATE,22.33306,114.19336,772500,35,M,22071,20,31,10,2024,0
"TAI PO, NORTH & SHATIN (2)",WAH MING ESTATE,22.48455,114.14015,586400,41,L,14302,19,31,10,2024,0
TUEN MUN & YUEN LONG (2),LONG PING ESTATE,22.44908,114.02275,339600,35,L,9703,82,31,10,2024,F
TUEN MUN & YUEN LONG (2),LONG PING ESTATE,22.44908,114.02275,337100,35,L,9631,82,31,10,2024,F
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,202100,27,M,7485,86,31,10,2024,F
"TAI PO, NORTH & SHATIN (2)",TAI PING ESTATE,22.49797,114.12668,537100,35,M,15346,20,31,10,2024,0
"TAI PO, NORTH & SHATIN (2)",WAH MING ESTATE,22.48455,114.14015,686700,51,L,13465,19,30,10,2024,0
TUEN MUN & YUEN LONG (2),LONG PING ESTATE,22.44908,114.02275,360600,35,M,10303,82,30,10,2024,F
TUEN MUN & YUEN LONG (2),LONG PING ESTATE,22.44908,114.02275,444100,32,L,13878,20,30,10,2024,0
KOWLOON WEST & SAI KUNG (2),KING LAM ESTATE,22.31986,114.26158,725900,41,L,17705,19,30,10,2024,0
"TAI PO, NORTH & SHATIN (3)",HENG ON ESTATE,22.41583,114.22905,713700,41,H,17407,18,30,10,2024,0
"TAI PO, NORTH & SHATIN (1)",HIN KENG ESTATE,22.36399,114.17324,627700,35,M,17934,20,30,10,2024,0
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",FUNG TAK ESTATE,22.34489,114.20121,575700,34,L,16932,18,30,10,2024,0
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",LOWER WONG TAI SIN (1) ESTATE,22.33831,114.1954,723500,35,L,20671,19,30,10,2024,0
"WONG TAI SIN, TSING YI & TSUEN WAN (2)",CHEUNG ON ESTATE,22.35992,114.10435,766800,41,M,18702,19,30,10,2024,0
KOWLOON WEST & SAI KUNG (1),NAM CHEONG ESTATE,22.32642,114.15827,983300,46,L,21376,82,30,10,2024,0
"TAI PO, NORTH & SHATIN (2)",WAH MING ESTATE,22.48455,114.14015,663200,45,H,14738,19,29,10,2024,0
KOWLOON WEST & SAI KUNG (2),TSUI LAM ESTATE,22.32348,114.24827,610200,35,L,17434,21,29,10,2024,0
HONG KONG ISLAND & ISLANDS (2),LEI TUNG ESTATE,22.24077,114.15697,533600,28,M,19057,17,29,10,2024,0
TUEN MUN & YUEN LONG (1),LEUNG KING ESTATE,22.40756,113.96332,554900,41,H,13534,18,29,10,2024,0
KOWLOON WEST & SAI KUNG (2),KING LAM ESTATE,22.31986,114.26158,583700,34,L,17168,19,29,10,2024,0
KOWLOON EAST (1),TAK TIN ESTATE,22.30976,114.23962,813000,41,H,19829,19,29,10,2024,0
"TAI PO, NORTH & SHATIN (2)",WAH MING ESTATE,22.48455,114.14015,603300,41,M,14715,19,29,10,2024,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,264700,28,M,9454,86,28,10,2024,H
"TAI PO, NORTH & SHATIN (2)",TAI WO ESTATE,22.45201,114.16259,637900,35,L,18226,20,28,10,2024,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,425700,35,H,12163,17,28,10,2024,0
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",TUNG TAU (II) ESTATE,22.33306,114.19336,465900,22,M,21177,82,28,10,2024,0
"TAI PO, NORTH & SHATIN (3)",KWONG YUEN ESTATE,22.38123,114.21415,152900,15,M,10193,83,28,10,2024,F
"WONG TAI SIN, TSING YI & TSUEN WAN (2)",TSING YI ESTATE,22.35465,114.1028,558100,35,H,15946,19,28,10,2024,0
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",FUNG TAK ESTATE,22.34489,114.20121,1073600,51,M,21051,18,28,10,2024,0
"WONG TAI SIN, TSING YI & TSUEN WAN (2)",CHEUNG ON ESTATE,22.35992,114.10435,801900,42,H,19093,19,28,10,2024,0
"TAI PO, NORTH & SHATIN (3)",YIU ON ESTATE,22.41887,114.23029,533000,45,H,11844,82,28,10,2024,F
"WONG TAI SIN, TSING YI & TSUEN WAN (2)",CHEUNG FAT ESTATE,22.36314,114.10348,882900,45,L,19620,21,28,10,2024,0
KOWLOON EAST (2),CHOI HA ESTATE,22.32603,114.21825,877900,41,H,21412,20,28,10,2024,0
"TAI PO, NORTH & SHATIN (3)",FU HENG ESTATE,22.45645,114.17074,532600,32,M,16644,81,25,10,2024,0
"TAI PO, NORTH & SHATIN (3)",FU HENG ESTATE,22.45645,114.17074,604700,36,M,16797,81,25,10,2024,0
KOWLOON WEST & SAI KUNG (2),TSUI LAM ESTATE,22.32348,114.24827,552600,32,L,17269,82,25,10,2024,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,194900,28,L,6961,86,25,10,2024,F
TUEN MUN & YUEN LONG (1),LEUNG KING ESTATE,22.40756,113.96332,375200,33,L,11370,18,25,10,2024,0
HONG KONG ISLAND & ISLANDS (1),WAH KWAI ESTATE,22.25011,114.14024,728900,37,L,19700,19,25,10,2024,0
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",FUNG TAK ESTATE,22.34489,114.20121,641100,34,L,18856,18,25,10,2024,0
"TAI PO, NORTH & SHATIN (3)",FU HENG ESTATE,22.45645,114.17074,656900,41,L,16022,20,25,10,2024,0
KOWLOON WEST & SAI KUNG (1),NAM CHEONG ESTATE,22.32642,114.15827,902000,40,L,22550,82,25,10,2024,0
TUEN MUN & YUEN LONG (2),LONG PING ESTATE,22.44908,114.02275,423400,34,L,12453,20,25,10,2024,0
