location,estate_name,estate_map_latitude,estate_map_longitude,transaction_price,saleable_floor_area,floor_level,transaction_price_per_sq,discount_rate,assignment_date,month,year,credit_level
"TAI PO, NORTH & SHATIN (1)",POK HONG ESTATE,22.37493,114.19191,164100,35,H,4689,55,23,7,2002,F
"TAI PO, NORTH & SHATIN (1)",POK HONG ESTATE,22.37493,114.19191,110000,33,L,3333,55,23,7,2002,F
"TAI PO, NORTH & SHATIN (1)",POK HONG ESTATE,22.37493,114.19191,158800,35,M,4537,55,23,7,2002,F
"TAI PO, NORTH & SHATIN (1)",POK HONG ESTATE,22.37493,114.19191,158900,35,M,4540,55,23,7,2002,F
"TAI PO, NORTH & SHATIN (1)",POK HONG ESTATE,22.37493,114.19191,150500,35,L,4300,55,23,7,2002,F
"TAI PO, NORTH & SHATIN (1)",POK HONG ESTATE,22.37493,114.19191,149500,41,L,3646,55,23,7,2002,F
"TAI PO, NORTH & SHATIN (1)",POK HONG ESTATE,22.37493,114.19191,118000,33,M,3576,55,23,7,2002,F
"TAI PO, NORTH & SHATIN (1)",POK HONG ESTATE,22.37493,114.19191,145000,39,L,3718,55,23,7,2002,F
"TAI PO, NORTH & SHATIN (1)",POK HONG ESTATE,22.37493,114.19191,132900,39,L,3408,55,23,7,2002,F
"TAI PO, NORTH & SHATIN (1)",POK HONG ESTATE,22.37493,114.19191,153600,44,L,3491,55,23,7,2002,F
"TAI PO, NORTH & SHATIN (1)",POK HONG ESTATE,22.37493,114.19191,158100,35,M,4517,55,23,7,2002,F
"TAI PO, NORTH & SHATIN (1)",POK HONG ESTATE,22.37493,114.19191,152400,35,L,4354,55,23,7,2002,F
"TAI PO, NORTH & SHATIN (1)",POK HONG ESTATE,22.37493,114.19191,214500,46,M,4663,55,23,7,2002,F
"TAI PO, NORTH & SHATIN (1)",POK HONG ESTATE,22.37493,114.19191,160200,35,M,4577,55,23,7,2002,F
"TAI PO, NORTH & SHATIN (1)",POK HONG ESTATE,22.37493,114.19191,160800,39,M,4123,55,23,7,2002,F
"TAI PO, NORTH & SHATIN (1)",POK HONG ESTATE,22.37493,114.19191,155200,35,L,4434,55,23,7,2002,F
"TAI PO, NORTH & SHATIN (1)",POK HONG ESTATE,22.37493,114.19191,157600,35,L,4503,55,23,7,2002,F
KOWLOON EAST (2),TSUI PING (NORTH) ESTATE,22.31555,114.22915,197900,35,L,5654,55,23,7,2002,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",TUNG TAU (II) ESTATE,22.33306,114.19336,140500,39,L,3603,55,23,7,2002,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",TUNG TAU (II) ESTATE,22.33306,114.19336,238200,41,L,5810,55,23,7,2002,F
KOWLOON EAST (2),TSUI PING (NORTH) ESTATE,22.31555,114.22915,181400,35,L,5183,55,23,7,2002,F
KOWLOON EAST (2),TSUI PING (NORTH) ESTATE,22.31555,114.22915,266900,46,M,5802,55,23,7,2002,F
KOWLOON EAST (2),TSUI PING (NORTH) ESTATE,22.31555,114.22915,225600,41,L,5502,55,23,7,2002,F
KOWLOON EAST (2),TSUI PING (NORTH) ESTATE,22.31555,114.22915,201800,41,L,4922,55,23,7,2002,F
KOWLOON EAST (2),TSUI PING (NORTH) ESTATE,22.31555,114.22915,184500,41,M,4500,55,23,7,2002,F
KOWLOON EAST (2),TSUI PING (NORTH) ESTATE,22.31555,114.22915,123600,26,M,4754,55,23,7,2002,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",TUNG TAU (II) ESTATE,22.33306,114.19336,242400,41,L,5912,55,23,7,2002,F
KOWLOON EAST (2),TSUI PING (NORTH) ESTATE,22.31555,114.22915,219900,41,L,5363,55,23,7,2002,F
KOWLOON EAST (2),TSUI PING (NORTH) ESTATE,22.31555,114.22915,120400,26,M,4631,55,23,7,2002,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",TUNG TAU (II) ESTATE,22.33306,114.19336,234700,37,M,6343,55,23,7,2002,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",TUNG TAU (II) ESTATE,22.33306,114.19336,239800,37,M,6481,55,23,7,2002,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",TUNG TAU (II) ESTATE,22.33306,114.19336,234500,41,L,5720,55,23,7,2002,F
KOWLOON EAST (2),TSUI PING (NORTH) ESTATE,22.31555,114.22915,278300,46,L,6050,55,23,7,2002,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",TUNG TAU (II) ESTATE,22.33306,114.19336,205700,33,M,6233,55,23,7,2002,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",TUNG TAU (II) ESTATE,22.33306,114.19336,223800,40,L,5595,55,23,7,2002,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",TUNG TAU (II) ESTATE,22.33306,114.19336,218700,41,L,5334,55,23,7,2002,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",TUNG TAU (II) ESTATE,22.33306,114.19336,204400,41,L,4985,55,23,7,2002,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",TUNG TAU (II) ESTATE,22.33306,114.19336,214500,41,L,5232,55,23,7,2002,F
"TAI PO, NORTH & SHATIN (3)",YIU ON ESTATE,22.41887,114.23029,275300,51,H,5398,58,23,7,2002,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",TUNG TAU (II) ESTATE,22.33306,114.19336,237700,40,L,5943,55,23,7,2002,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",TUNG TAU (II) ESTATE,22.33306,114.19336,172100,39,L,4413,55,23,7,2002,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",TUNG TAU (II) ESTATE,22.33306,114.19336,218300,40,L,5458,55,23,7,2002,F
KOWLOON EAST (2),TSUI PING (NORTH) ESTATE,22.31555,114.22915,171700,39,L,4403,55,22,7,2002,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",TUNG TAU (II) ESTATE,22.33306,114.19336,231000,37,L,6243,55,22,7,2002,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",TUNG TAU (II) ESTATE,22.33306,114.19336,235200,41,L,5737,55,22,7,2002,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",TUNG TAU (II) ESTATE,22.33306,114.19336,237200,41,L,5785,55,22,7,2002,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",TUNG TAU (II) ESTATE,22.33306,114.19336,229500,40,L,5738,55,22,7,2002,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",TUNG TAU (II) ESTATE,22.33306,114.19336,158200,39,L,4056,55,22,7,2002,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",TUNG TAU (II) ESTATE,22.33306,114.19336,171400,39,L,4395,55,22,7,2002,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",TUNG TAU (II) ESTATE,22.33306,114.19336,198600,35,L,5674,55,22,7,2002,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",TUNG TAU (II) ESTATE,22.33306,114.19336,165900,39,M,4254,55,22,7,2002,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",TUNG TAU (II) ESTATE,22.33306,114.19336,145800,33,L,4418,55,22,7,2002,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",TUNG TAU (II) ESTATE,22.33306,114.19336,179000,41,M,4366,55,22,7,2002,F
"TAI PO, NORTH & SHATIN (2)",TAI WO ESTATE,22.45201,114.16259,226900,41,M,5534,57,22,7,2002,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",TUNG TAU (II) ESTATE,22.33306,114.19336,148600,25,M,5944,55,22,7,2002,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",TUNG TAU (II) ESTATE,22.33306,114.19336,301700,49,M,6157,55,22,7,2002,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",TUNG TAU (II) ESTATE,22.33306,114.19336,168800,41,L,4117,55,22,7,2002,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",TUNG TAU (II) ESTATE,22.33306,114.19336,173800,39,M,4456,55,22,7,2002,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",TUNG TAU (II) ESTATE,22.33306,114.19336,224200,35,H,6406,55,22,7,2002,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",TUNG TAU (II) ESTATE,22.33306,114.19336,251500,46,L,5467,55,22,7,2002,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",TUNG TAU (II) ESTATE,22.33306,114.19336,197400,43,M,4591,55,22,7,2002,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",TUNG TAU (II) ESTATE,22.33306,114.19336,241800,41,L,5898,55,22,7,2002,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",TUNG TAU (II) ESTATE,22.33306,114.19336,220300,41,L,5373,55,22,7,2002,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",TUNG TAU (II) ESTATE,22.33306,114.19336,216100,41,L,5271,55,22,7,2002,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",TUNG TAU (II) ESTATE,22.33306,114.19336,202900,35,M,5797,55,22,7,2002,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",TUNG TAU (II) ESTATE,22.33306,114.19336,219400,41,L,5351,55,22,7,2002,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",TUNG TAU (II) ESTATE,22.33306,114.19336,235900,41,L,5754,55,22,7,2002,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",TUNG TAU (II) ESTATE,22.33306,114.19336,242900,41,L,5924,55,22,7,2002,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",TUNG TAU (II) ESTATE,22.33306,114.19336,273300,46,L,5941,55,22,7,2002,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",TUNG TAU (II) ESTATE,22.33306,114.19336,291900,62,M,4708,55,22,7,2002,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",TUNG TAU (II) ESTATE,22.33306,114.19336,181700,39,M,4659,55,22,7,2002,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",TUNG TAU (II) ESTATE,22.33306,114.19336,182300,39,M,4674,55,22,7,2002,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",TUNG TAU (II) ESTATE,22.33306,114.19336,214300,33,M,6494,55,22,7,2002,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",TUNG TAU (II) ESTATE,22.33306,114.19336,274200,46,L,5961,55,22,7,2002,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",TUNG TAU (II) ESTATE,22.33306,114.19336,220300,41,L,5373,55,22,7,2002,F
KOWLOON WEST & SAI KUNG (1),LEI CHENG UK ESTATE,22.33921,114.16013,117300,26,M,4512,55,22,7,2002,F
KOWLOON WEST & SAI KUNG (1),LEI CHENG UK ESTATE,22.33921,114.16013,244900,46,L,5324,55,22,7,2002,F
KOWLOON WEST & SAI KUNG (1),LEI CHENG UK ESTATE,22.33921,114.16013,249500,46,L,5424,55,22,7,2002,F
KOWLOON WEST & SAI KUNG (1),LEI CHENG UK ESTATE,22.33921,114.16013,200200,35,M,5720,55,22,7,2002,F
KOWLOON WEST & SAI KUNG (1),LEI CHENG UK ESTATE,22.33921,114.16013,205500,35,M,5871,55,22,7,2002,F
KOWLOON WEST & SAI KUNG (1),LEI CHENG UK ESTATE,22.33921,114.16013,169700,39,M,4351,55,22,7,2002,F
KOWLOON WEST & SAI KUNG (1),LEI CHENG UK ESTATE,22.33921,114.16013,179900,35,L,5140,55,22,7,2002,F
KOWLOON WEST & SAI KUNG (1),LEI CHENG UK ESTATE,22.33921,114.16013,220600,41,L,5380,55,22,7,2002,F
KOWLOON WEST & SAI KUNG (1),LEI CHENG UK ESTATE,22.33921,114.16013,267300,51,L,5241,55,22,7,2002,F
KOWLOON WEST & SAI KUNG (1),LEI CHENG UK ESTATE,22.33921,114.16013,196500,36,L,5458,55,22,7,2002,F
KOWLOON WEST & SAI KUNG (1),LEI CHENG UK ESTATE,22.33921,114.16013,232600,40,M,5815,55,22,7,2002,F
KOWLOON WEST & SAI KUNG (1),LEI CHENG UK ESTATE,22.33921,114.16013,264300,46,M,5746,55,22,7,2002,F
KOWLOON WEST & SAI KUNG (1),LEI CHENG UK ESTATE,22.33921,114.16013,207500,35,M,5929,55,22,7,2002,F
KOWLOON WEST & SAI KUNG (1),LEI CHENG UK ESTATE,22.33921,114.16013,196900,35,L,5626,55,22,7,2002,F
"TAI PO, NORTH & SHATIN (2)",TAI PING ESTATE,22.49797,114.12668,164200,41,L,4005,55,22,7,2002,F
KOWLOON WEST & SAI KUNG (1),LEI CHENG UK ESTATE,22.33921,114.16013,243900,46,L,5302,55,22,7,2002,F
KOWLOON WEST & SAI KUNG (1),LEI CHENG UK ESTATE,22.33921,114.16013,173500,39,M,4449,55,22,7,2002,F
KOWLOON WEST & SAI KUNG (1),LEI CHENG UK ESTATE,22.33921,114.16013,208100,35,M,5946,55,22,7,2002,F
KOWLOON WEST & SAI KUNG (1),LEI CHENG UK ESTATE,22.33921,114.16013,171400,39,L,4395,55,22,7,2002,F
"TAI PO, NORTH & SHATIN (1)",POK HONG ESTATE,22.37493,114.19191,204800,46,M,4452,55,22,7,2002,F
"TAI PO, NORTH & SHATIN (2)",TAI PING ESTATE,22.49797,114.12668,171200,41,M,4176,55,22,7,2002,F
"TAI PO, NORTH & SHATIN (1)",POK HONG ESTATE,22.37493,114.19191,144300,39,M,3700,55,22,7,2002,F
"TAI PO, NORTH & SHATIN (1)",POK HONG ESTATE,22.37493,114.19191,155400,41,M,3790,55,22,7,2002,F
"TAI PO, NORTH & SHATIN (1)",POK HONG ESTATE,22.37493,114.19191,161800,35,M,4623,55,22,7,2002,F
"TAI PO, NORTH & SHATIN (1)",POK HONG ESTATE,22.37493,114.19191,113100,33,L,3427,55,22,7,2002,F
"TAI PO, NORTH & SHATIN (1)",POK HONG ESTATE,22.37493,114.19191,145200,39,M,3723,55,22,7,2002,F
"TAI PO, NORTH & SHATIN (1)",POK HONG ESTATE,22.37493,114.19191,143000,39,M,3667,55,22,7,2002,F
"TAI PO, NORTH & SHATIN (1)",POK HONG ESTATE,22.37493,114.19191,142600,41,L,3478,55,22,7,2002,F
"TAI PO, NORTH & SHATIN (1)",POK HONG ESTATE,22.37493,114.19191,138800,39,L,3559,55,22,7,2002,F
"TAI PO, NORTH & SHATIN (1)",POK HONG ESTATE,22.37493,114.19191,142400,41,L,3473,55,22,7,2002,F
"TAI PO, NORTH & SHATIN (1)",POK HONG ESTATE,22.37493,114.19191,139200,39,L,3569,55,22,7,2002,F
"TAI PO, NORTH & SHATIN (1)",POK HONG ESTATE,22.37493,114.19191,138900,39,L,3562,55,22,7,2002,F
"TAI PO, NORTH & SHATIN (1)",POK HONG ESTATE,22.37493,114.19191,144400,39,M,3703,55,22,7,2002,F
"TAI PO, NORTH & SHATIN (1)",POK HONG ESTATE,22.37493,114.19191,129200,33,L,3915,55,22,7,2002,F
"TAI PO, NORTH & SHATIN (1)",POK HONG ESTATE,22.37493,114.19191,164700,41,M,4017,55,22,7,2002,F
"TAI PO, NORTH & SHATIN (1)",POK HONG ESTATE,22.37493,114.19191,161400,44,L,3668,55,22,7,2002,F
KOWLOON WEST & SAI KUNG (1),LEI CHENG UK ESTATE,22.33921,114.16013,215200,41,L,5249,55,22,7,2002,F
"TAI PO, NORTH & SHATIN (1)",POK HONG ESTATE,22.37493,114.19191,146600,39,L,3759,55,22,7,2002,F
"TAI PO, NORTH & SHATIN (2)",TAI PING ESTATE,22.49797,114.12668,166400,40,H,4160,55,22,7,2002,F
"TAI PO, NORTH & SHATIN (1)",POK HONG ESTATE,22.37493,114.19191,143500,39,M,3679,55,22,7,2002,F
"TAI PO, NORTH & SHATIN (1)",POK HONG ESTATE,22.37493,114.19191,157600,41,L,3844,55,22,7,2002,F
"TAI PO, NORTH & SHATIN (1)",POK HONG ESTATE,22.37493,114.19191,166500,35,M,4757,55,22,7,2002,F
KOWLOON EAST (2),TSUI PING (NORTH) ESTATE,22.31555,114.22915,214800,35,H,6137,55,22,7,2002,F
KOWLOON EAST (2),TSUI PING (NORTH) ESTATE,22.31555,114.22915,247800,41,M,6044,55,22,7,2002,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",TUNG TAU (II) ESTATE,22.33306,114.19336,233600,46,L,5078,55,22,7,2002,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",TUNG TAU (II) ESTATE,22.33306,114.19336,168800,39,L,4328,55,22,7,2002,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",TUNG TAU (II) ESTATE,22.33306,114.19336,191100,41,L,4661,55,22,7,2002,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",TUNG TAU (II) ESTATE,22.33306,114.19336,164200,39,L,4210,55,22,7,2002,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",TUNG TAU (II) ESTATE,22.33306,114.19336,170900,41,L,4168,55,22,7,2002,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",TUNG TAU (II) ESTATE,22.33306,114.19336,177500,39,M,4551,55,22,7,2002,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",TUNG TAU (II) ESTATE,22.33306,114.19336,153600,33,M,4655,55,22,7,2002,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",TUNG TAU (II) ESTATE,22.33306,114.19336,165900,39,L,4254,55,22,7,2002,F
KOWLOON EAST (2),TSUI PING (NORTH) ESTATE,22.31555,114.22915,163400,39,L,4190,55,22,7,2002,F
KOWLOON EAST (2),TSUI PING (NORTH) ESTATE,22.31555,114.22915,166200,39,L,4262,55,22,7,2002,F
KOWLOON EAST (2),TSUI PING (NORTH) ESTATE,22.31555,114.22915,183700,41,M,4480,55,22,7,2002,F
KOWLOON EAST (2),TSUI PING (NORTH) ESTATE,22.31555,114.22915,239700,41,M,5846,55,22,7,2002,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",TUNG TAU (II) ESTATE,22.33306,114.19336,255800,41,M,6239,55,22,7,2002,F
KOWLOON EAST (2),TSUI PING (NORTH) ESTATE,22.31555,114.22915,243300,41,M,5934,55,22,7,2002,F
KOWLOON EAST (2),TSUI PING (NORTH) ESTATE,22.31555,114.22915,243300,41,M,5934,55,22,7,2002,F
KOWLOON EAST (2),TSUI PING (NORTH) ESTATE,22.31555,114.22915,143700,33,M,4355,55,22,7,2002,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",TUNG TAU (II) ESTATE,22.33306,114.19336,247500,41,L,6037,55,22,7,2002,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",TUNG TAU (II) ESTATE,22.33306,114.19336,257200,41,M,6273,55,22,7,2002,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",TUNG TAU (II) ESTATE,22.33306,114.19336,231800,38,M,6100,55,22,7,2002,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",TUNG TAU (II) ESTATE,22.33306,114.19336,169300,43,L,3937,55,22,7,2002,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",TUNG TAU (II) ESTATE,22.33306,114.19336,175400,39,M,4497,55,19,7,2002,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",TUNG TAU (II) ESTATE,22.33306,114.19336,176000,39,M,4513,55,19,7,2002,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",TUNG TAU (II) ESTATE,22.33306,114.19336,300200,53,L,5664,55,19,7,2002,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",TUNG TAU (II) ESTATE,22.33306,114.19336,243800,38,H,6416,55,19,7,2002,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",TUNG TAU (II) ESTATE,22.33306,114.19336,161800,33,L,4903,55,19,7,2002,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",TUNG TAU (II) ESTATE,22.33306,114.19336,221200,41,L,5395,55,19,7,2002,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",TUNG TAU (II) ESTATE,22.33306,114.19336,295900,53,L,5583,55,19,7,2002,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",TUNG TAU (II) ESTATE,22.33306,114.19336,131400,22,M,5973,55,19,7,2002,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",TUNG TAU (II) ESTATE,22.33306,114.19336,238700,41,L,5822,55,19,7,2002,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",TUNG TAU (II) ESTATE,22.33306,114.19336,126100,22,L,5732,55,19,7,2002,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",TUNG TAU (II) ESTATE,22.33306,114.19336,192400,35,L,5497,55,19,7,2002,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",TUNG TAU (II) ESTATE,22.33306,114.19336,171500,39,L,4397,55,19,7,2002,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",TUNG TAU (II) ESTATE,22.33306,114.19336,262600,46,L,5709,55,19,7,2002,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",TUNG TAU (II) ESTATE,22.33306,114.19336,231600,40,L,5790,55,19,7,2002,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",TUNG TAU (II) ESTATE,22.33306,114.19336,228900,40,L,5723,55,19,7,2002,F
KOWLOON EAST (1),HING TIN ESTATE,22.31285,114.23877,252800,41,M,6166,55,19,7,2002,F
"TAI PO, NORTH & SHATIN (3)",HENG ON ESTATE,22.41583,114.22905,373100,41,H,9100,59,19,7,2002,0
"TAI PO, NORTH & SHATIN (3)",FU HENG ESTATE,22.45645,114.17074,198100,37,H,5354,57,19,7,2002,F
KWAI CHUNG,KWAI HING ESTATE,22.36625,114.13261,226700,46,M,4928,55,19,7,2002,F
KWAI CHUNG,KWAI HING ESTATE,22.36625,114.13261,210500,41,M,5134,55,19,7,2002,F
KOWLOON WEST & SAI KUNG (1),LEI CHENG UK ESTATE,22.33921,114.16013,116000,26,M,4462,55,19,7,2002,F
KOWLOON WEST & SAI KUNG (1),LEI CHENG UK ESTATE,22.33921,114.16013,298800,53,L,5638,55,19,7,2002,F
KOWLOON WEST & SAI KUNG (1),LEI CHENG UK ESTATE,22.33921,114.16013,173500,39,M,4449,55,19,7,2002,F
KOWLOON WEST & SAI KUNG (1),LEI CHENG UK ESTATE,22.33921,114.16013,247400,46,L,5378,55,19,7,2002,F
KOWLOON WEST & SAI KUNG (1),LEI CHENG UK ESTATE,22.33921,114.16013,229000,41,M,5585,55,19,7,2002,F
KOWLOON WEST & SAI KUNG (1),LEI CHENG UK ESTATE,22.33921,114.16013,222600,41,M,5429,55,19,7,2002,F
"TAI PO, NORTH & SHATIN (1)",POK HONG ESTATE,22.37493,114.19191,207100,46,M,4502,55,19,7,2002,F
"TAI PO, NORTH & SHATIN (2)",TAI PING ESTATE,22.49797,114.12668,192100,46,L,4176,55,19,7,2002,F
"TAI PO, NORTH & SHATIN (1)",POK HONG ESTATE,22.37493,114.19191,148100,39,L,3797,55,19,7,2002,F
KOWLOON WEST & SAI KUNG (1),LEI CHENG UK ESTATE,22.33921,114.16013,184500,35,L,5271,55,19,7,2002,F
KOWLOON WEST & SAI KUNG (1),LEI CHENG UK ESTATE,22.33921,114.16013,224000,40,M,5600,55,19,7,2002,F
"TAI PO, NORTH & SHATIN (1)",POK HONG ESTATE,22.37493,114.19191,151800,44,L,3450,55,19,7,2002,F
"TAI PO, NORTH & SHATIN (1)",POK HONG ESTATE,22.37493,114.19191,153700,39,M,3941,55,19,7,2002,F
"TAI PO, NORTH & SHATIN (1)",POK HONG ESTATE,22.37493,114.19191,145900,39,M,3741,55,19,7,2002,F
"TAI PO, NORTH & SHATIN (1)",POK HONG ESTATE,22.37493,114.19191,105200,26,M,4046,55,19,7,2002,F
"TAI PO, NORTH & SHATIN (1)",POK HONG ESTATE,22.37493,114.19191,146500,39,M,3756,55,19,7,2002,F
"TAI PO, NORTH & SHATIN (1)",POK HONG ESTATE,22.37493,114.19191,133700,39,L,3428,55,19,7,2002,F
"TAI PO, NORTH & SHATIN (1)",POK HONG ESTATE,22.37493,114.19191,161100,35,M,4603,55,19,7,2002,F
"TAI PO, NORTH & SHATIN (1)",POK HONG ESTATE,22.37493,114.19191,148600,41,L,3624,55,19,7,2002,F
"TAI PO, NORTH & SHATIN (1)",POK HONG ESTATE,22.37493,114.19191,199500,46,M,4337,55,19,7,2002,F
"TAI PO, NORTH & SHATIN (1)",POK HONG ESTATE,22.37493,114.19191,124800,33,M,3782,55,19,7,2002,F
"TAI PO, NORTH & SHATIN (1)",POK HONG ESTATE,22.37493,114.19191,203600,46,M,4426,55,19,7,2002,F
"TAI PO, NORTH & SHATIN (1)",POK HONG ESTATE,22.37493,114.19191,147100,39,M,3772,55,19,7,2002,F
"TAI PO, NORTH & SHATIN (1)",POK HONG ESTATE,22.37493,114.19191,159900,35,M,4569,55,19,7,2002,F
"TAI PO, NORTH & SHATIN (1)",POK HONG ESTATE,22.37493,114.19191,145400,41,M,3546,55,19,7,2002,F
"TAI PO, NORTH & SHATIN (1)",POK HONG ESTATE,22.37493,114.19191,154100,35,M,4403,55,19,7,2002,F
"TAI PO, NORTH & SHATIN (1)",POK HONG ESTATE,22.37493,114.19191,143000,39,M,3667,55,19,7,2002,F
"TAI PO, NORTH & SHATIN (1)",POK HONG ESTATE,22.37493,114.19191,141100,39,L,3618,55,19,7,2002,F
"TAI PO, NORTH & SHATIN (1)",POK HONG ESTATE,22.37493,114.19191,133700,33,M,4052,55,19,7,2002,F
"TAI PO, NORTH & SHATIN (1)",POK HONG ESTATE,22.37493,114.19191,156400,39,M,4010,55,19,7,2002,F
"TAI PO, NORTH & SHATIN (2)",TAI PING ESTATE,22.49797,114.12668,136600,35,L,3903,55,19,7,2002,F
"TAI PO, NORTH & SHATIN (1)",POK HONG ESTATE,22.37493,114.19191,165500,35,H,4729,55,19,7,2002,F
"TAI PO, NORTH & SHATIN (1)",POK HONG ESTATE,22.37493,114.19191,166500,35,M,4757,55,19,7,2002,F
"TAI PO, NORTH & SHATIN (1)",POK HONG ESTATE,22.37493,114.19191,166700,35,M,4763,55,19,7,2002,F
KOWLOON EAST (2),TSUI PING (NORTH) ESTATE,22.31555,114.22915,218100,41,L,5320,55,19,7,2002,F
"TAI PO, NORTH & SHATIN (1)",POK HONG ESTATE,22.37493,114.19191,136600,35,L,3903,55,19,7,2002,F
"TAI PO, NORTH & SHATIN (1)",POK HONG ESTATE,22.37493,114.19191,150400,39,L,3856,55,19,7,2002,F
"TAI PO, NORTH & SHATIN (1)",POK HONG ESTATE,22.37493,114.19191,163200,35,H,4663,55,19,7,2002,F
KOWLOON EAST (2),TSUI PING (NORTH) ESTATE,22.31555,114.22915,182600,35,L,5217,55,19,7,2002,F
KOWLOON EAST (2),TSUI PING (NORTH) ESTATE,22.31555,114.22915,208000,35,M,5943,55,19,7,2002,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",TUNG TAU (II) ESTATE,22.33306,114.19336,266600,46,L,5796,55,19,7,2002,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",TUNG TAU (II) ESTATE,22.33306,114.19336,240600,40,L,6015,55,19,7,2002,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",TUNG TAU (II) ESTATE,22.33306,114.19336,174700,43,L,4063,55,19,7,2002,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",TUNG TAU (II) ESTATE,22.33306,114.19336,240400,38,M,6326,55,19,7,2002,F
KOWLOON EAST (2),TSUI PING (NORTH) ESTATE,22.31555,114.22915,201600,35,H,5760,55,19,7,2002,F
KOWLOON EAST (2),TSUI PING (NORTH) ESTATE,22.31555,114.22915,203000,35,H,5800,55,19,7,2002,F
